Quarter,Benefit_Group,Continuous_duration,Gender,Age_Group,Ethnicity,Count
DEC11,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,234
DEC11,Jobseeker Support,More than 1 year,Female,18-24,Other,302
DEC11,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,155
DEC11,Jobseeker Support,More than 1 year,Female,25-39,NZ European,2962
DEC11,Jobseeker Support,More than 1 year,Female,25-39,Maori,2569
DEC11,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,532
DEC11,Jobseeker Support,More than 1 year,Female,25-39,Other,743
DEC11,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,44
DEC11,Jobseeker Support,More than 1 year,Female,40-54,NZ European,6766
DEC11,Jobseeker Support,More than 1 year,Female,40-54,Maori,4659
DEC11,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,1006
DEC11,Jobseeker Support,More than 1 year,Female,40-54,Other,2627
DEC11,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,268
DEC11,Jobseeker Support,More than 1 year,Female,55-64,NZ European,5531
DEC11,Jobseeker Support,More than 1 year,Female,55-64,Maori,2357
DEC11,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,953
DEC11,Jobseeker Support,More than 1 year,Female,55-64,Other,2509
DEC11,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,520
DEC11,Jobseeker Support,More than 1 year,Male,18-24,NZ European,2078
DEC11,Jobseeker Support,More than 1 year,Male,18-24,Maori,1712
DEC11,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,264
DEC11,Jobseeker Support,More than 1 year,Male,18-24,Other,370
DEC11,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,145
DEC11,Jobseeker Support,More than 1 year,Male,25-39,NZ European,5681
DEC11,Jobseeker Support,More than 1 year,Male,25-39,Maori,4728
DEC11,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,967
DEC11,Jobseeker Support,More than 1 year,Male,25-39,Other,1288
DEC11,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,82
DEC11,Jobseeker Support,More than 1 year,Male,40-54,NZ European,7452
DEC11,Jobseeker Support,More than 1 year,Male,40-54,Maori,5300
DEC11,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,1247
DEC11,Jobseeker Support,More than 1 year,Male,40-54,Other,2083
DEC11,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,184
DEC11,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4146
DEC11,Jobseeker Support,More than 1 year,Male,55-64,Maori,1765
DEC11,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,745
DEC11,Jobseeker Support,More than 1 year,Male,55-64,Other,1766
DEC11,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,195
DEC11,Sole Parent Support,1 year or less,Female,18-24,NZ European,1491
DEC11,Sole Parent Support,1 year or less,Female,18-24,Maori,1939
DEC11,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,441
DEC11,Sole Parent Support,1 year or less,Female,18-24,Other,298
DEC11,Sole Parent Support,1 year or less,Female,18-24,Unspecified,174
DEC11,Sole Parent Support,1 year or less,Female,25-39,NZ European,3323
DEC11,Sole Parent Support,1 year or less,Female,25-39,Maori,2991
DEC11,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,711
DEC11,Sole Parent Support,1 year or less,Female,25-39,Other,893
DEC11,Sole Parent Support,1 year or less,Female,25-39,Unspecified,104
DEC11,Sole Parent Support,1 year or less,Female,40-54,NZ European,1283
DEC11,Sole Parent Support,1 year or less,Female,40-54,Maori,837
DEC11,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,247
DEC11,Sole Parent Support,1 year or less,Female,40-54,Other,374
DEC11,Sole Parent Support,1 year or less,Female,40-54,Unspecified,77
DEC11,Sole Parent Support,1 year or less,Female,55-64,Ethnicity suppressed,72
DEC11,Sole Parent Support,1 year or less,Male,18-24,Ethnicity suppressed,292
DEC11,Sole Parent Support,1 year or less,Male,25-39,NZ European,327
DEC11,Sole Parent Support,1 year or less,Male,25-39,Maori,577
DEC11,Sole Parent Support,1 year or less,Male,25-39,Pacific Island,108
DEC11,Sole Parent Support,1 year or less,Male,25-39,Other,72
DEC11,Sole Parent Support,1 year or less,Male,25-39,Unspecified,9
DEC11,Sole Parent Support,1 year or less,Male,40-54,NZ European,265
DEC11,Sole Parent Support,1 year or less,Male,40-54,Maori,264
DEC11,Sole Parent Support,1 year or less,Male,40-54,Pacific Island,59
DEC11,Sole Parent Support,1 year or less,Male,40-54,Other,49
DEC11,Sole Parent Support,1 year or less,Male,40-54,Unspecified,13
DEC11,Sole Parent Support,1 year or less,Male,55-64,Ethnicity suppressed,51
DEC11,Sole Parent Support,More than 1 year,Female,18-24,NZ European,4523
DEC11,Sole Parent Support,More than 1 year,Female,18-24,Maori,7841
DEC11,Sole Parent Support,More than 1 year,Female,18-24,Pacific Island,1456
DEC11,Sole Parent Support,More than 1 year,Female,18-24,Other,678
DEC11,Sole Parent Support,More than 1 year,Female,18-24,Unspecified,501
DEC11,Sole Parent Support,More than 1 year,Female,25-39,NZ European,12321
DEC11,Sole Parent Support,More than 1 year,Female,25-39,Maori,16114
DEC11,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,3615
DEC11,Sole Parent Support,More than 1 year,Female,25-39,Other,2650
DEC11,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,277
DEC11,Sole Parent Support,More than 1 year,Female,40-54,NZ European,6323
DEC11,Sole Parent Support,More than 1 year,Female,40-54,Maori,5110
DEC11,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1470
DEC11,Sole Parent Support,More than 1 year,Female,40-54,Other,2125
DEC11,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,276
DEC11,Sole Parent Support,More than 1 year,Female,55-64,NZ European,179
DEC11,Sole Parent Support,More than 1 year,Female,55-64,Maori,326
DEC11,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,162
DEC11,Sole Parent Support,More than 1 year,Female,55-64,Other,71
DEC11,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,14
DEC11,Sole Parent Support,More than 1 year,Male,18-24,NZ European,73
DEC11,Sole Parent Support,More than 1 year,Male,18-24,Maori,302
DEC11,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,40
DEC11,Sole Parent Support,More than 1 year,Male,18-24,Other,12
DEC11,Sole Parent Support,More than 1 year,Male,18-24,Unspecified,8
DEC11,Sole Parent Support,More than 1 year,Male,25-39,NZ European,901
DEC11,Sole Parent Support,More than 1 year,Male,25-39,Maori,1879
DEC11,Sole Parent Support,More than 1 year,Male,25-39,Pacific Island,334
DEC11,Sole Parent Support,More than 1 year,Male,25-39,Other,133
DEC11,Sole Parent Support,More than 1 year,Male,25-39,Unspecified,18
DEC11,Sole Parent Support,More than 1 year,Male,40-54,NZ European,902
DEC11,Sole Parent Support,More than 1 year,Male,40-54,Maori,1094
DEC11,Sole Parent Support,More than 1 year,Male,40-54,Pacific Island,262
DEC11,Sole Parent Support,More than 1 year,Male,40-54,Other,202
DEC11,Sole Parent Support,More than 1 year,Male,40-54,Unspecified,41
DEC11,Sole Parent Support,More than 1 year,Male,55-64,NZ European,101
DEC11,Sole Parent Support,More than 1 year,Male,55-64,Maori,96
DEC11,Sole Parent Support,More than 1 year,Male,55-64,Pacific Island,49
DEC11,Sole Parent Support,More than 1 year,Male,55-64,Other,25
DEC11,Sole Parent Support,More than 1 year,Male,55-64,Unspecified,11
DEC11,Supported Living,1 year or less,Female,18-24,NZ European,118
DEC11,Supported Living,1 year or less,Female,18-24,Maori,135
DEC11,Supported Living,1 year or less,Female,18-24,Pacific Island,63
DEC11,Supported Living,1 year or less,Female,18-24,Other,26
DEC11,Supported Living,1 year or less,Female,18-24,Unspecified,12
DEC11,Supported Living,1 year or less,Female,25-39,Ethnicity suppressed,428
DEC11,Supported Living,1 year or less,Female,40-54,NZ European,364
DEC11,Supported Living,1 year or less,Female,40-54,Maori,258
DEC11,Supported Living,1 year or less,Female,40-54,Pacific Island,125
DEC11,Supported Living,1 year or less,Female,40-54,Other,156
DEC11,Supported Living,1 year or less,Female,40-54,Unspecified,49
DEC11,Supported Living,1 year or less,Female,55-64,NZ European,393
DEC11,Supported Living,1 year or less,Female,55-64,Maori,145
DEC11,Supported Living,1 year or less,Female,55-64,Pacific Island,50
DEC11,Supported Living,1 year or less,Female,55-64,Other,172
DEC11,Supported Living,1 year or less,Female,55-64,Unspecified,92
DEC11,Supported Living,1 year or less,Male,18-24,NZ European,139
DEC11,Supported Living,1 year or less,Male,18-24,Maori,144
DEC11,Supported Living,1 year or less,Male,18-24,Pacific Island,40
DEC11,Supported Living,1 year or less,Male,18-24,Other,34
DEC11,Supported Living,1 year or less,Male,18-24,Unspecified,15
DEC11,Supported Living,1 year or less,Male,25-39,NZ European,177
DEC11,Supported Living,1 year or less,Male,25-39,Maori,173
DEC11,Supported Living,1 year or less,Male,25-39,Pacific Island,49
DEC11,Supported Living,1 year or less,Male,25-39,Other,54
DEC11,Supported Living,1 year or less,Male,25-39,Unspecified,10
DEC11,Supported Living,1 year or less,Male,40-54,NZ European,337
DEC11,Supported Living,1 year or less,Male,40-54,Maori,257
DEC11,Supported Living,1 year or less,Male,40-54,Pacific Island,55
DEC11,Supported Living,1 year or less,Male,40-54,Other,90
DEC11,Supported Living,1 year or less,Male,40-54,Unspecified,33
DEC11,Supported Living,1 year or less,Male,55-64,NZ European,408
DEC11,Supported Living,1 year or less,Male,55-64,Maori,147
DEC11,Supported Living,1 year or less,Male,55-64,Pacific Island,62
DEC11,Supported Living,1 year or less,Male,55-64,Other,182
DEC11,Supported Living,1 year or less,Male,55-64,Unspecified,94
DEC11,Supported Living,More than 1 year,Female,18-24,NZ European,1513
DEC11,Supported Living,More than 1 year,Female,18-24,Maori,752
DEC11,Supported Living,More than 1 year,Female,18-24,Pacific Island,219
DEC11,Supported Living,More than 1 year,Female,18-24,Other,284
DEC11,Supported Living,More than 1 year,Female,18-24,Unspecified,63
DEC11,Supported Living,More than 1 year,Female,25-39,NZ European,3819
DEC11,Supported Living,More than 1 year,Female,25-39,Maori,2105
DEC11,Supported Living,More than 1 year,Female,25-39,Pacific Island,602
DEC11,Supported Living,More than 1 year,Female,25-39,Other,833
DEC11,Supported Living,More than 1 year,Female,25-39,Unspecified,69
DEC11,Supported Living,More than 1 year,Female,40-54,NZ European,8506
DEC11,Supported Living,More than 1 year,Female,40-54,Maori,4081
DEC11,Supported Living,More than 1 year,Female,40-54,Pacific Island,991
DEC11,Supported Living,More than 1 year,Female,40-54,Other,2584
DEC11,Supported Living,More than 1 year,Female,40-54,Unspecified,349
DEC11,Supported Living,More than 1 year,Female,55-64,NZ European,8260
DEC11,Supported Living,More than 1 year,Female,55-64,Maori,2933
DEC11,Supported Living,More than 1 year,Female,55-64,Pacific Island,851
DEC11,Supported Living,More than 1 year,Female,55-64,Other,2750
DEC11,Supported Living,More than 1 year,Female,55-64,Unspecified,783
DEC11,Supported Living,More than 1 year,Male,18-24,NZ European,1949
DEC11,Supported Living,More than 1 year,Male,18-24,Maori,922
DEC11,Supported Living,More than 1 year,Male,18-24,Pacific Island,241
DEC11,Supported Living,More than 1 year,Male,18-24,Other,397
DEC11,Supported Living,More than 1 year,Male,18-24,Unspecified,76
DEC11,Supported Living,More than 1 year,Male,25-39,NZ European,4713
DEC11,Supported Living,More than 1 year,Male,25-39,Maori,2698
DEC11,Supported Living,More than 1 year,Male,25-39,Pacific Island,586
DEC11,Supported Living,More than 1 year,Male,25-39,Other,1031
DEC11,Supported Living,More than 1 year,Male,25-39,Unspecified,64
DEC11,Supported Living,More than 1 year,Male,40-54,NZ European,9262
DEC11,Supported Living,More than 1 year,Male,40-54,Maori,4041
DEC11,Supported Living,More than 1 year,Male,40-54,Pacific Island,752
DEC11,Supported Living,More than 1 year,Male,40-54,Other,2590
DEC11,Supported Living,More than 1 year,Male,40-54,Unspecified,284
DEC11,Supported Living,More than 1 year,Male,55-64,NZ European,8062
DEC11,Supported Living,More than 1 year,Male,55-64,Maori,2601
DEC11,Supported Living,More than 1 year,Male,55-64,Pacific Island,882
DEC11,Supported Living,More than 1 year,Male,55-64,Other,2520
DEC11,Supported Living,More than 1 year,Male,55-64,Unspecified,589
DEC11,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,NZ European,184
DEC11,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Maori,313
DEC11,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Pacific Island,68
DEC11,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Other,32
DEC11,Youth Payment and Young Parent Payment,1 year or less,Female,18-24,Unspecified,27
DEC11,Youth Payment and Young Parent Payment,1 year or less,Male,18-24,Ethnicity suppressed,41
DEC11,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,NZ European,112
DEC11,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Maori,289
DEC11,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Pacific Island,31
DEC11,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Other,14
DEC11,Youth Payment and Young Parent Payment,More than 1 year,Female,18-24,Unspecified,7
DEC11,Youth Payment and Young Parent Payment,More than 1 year,Male,18-24,Ethnicity suppressed,12
DEC11,Other Main Benefit,1 year or less,Female,18-24,NZ European,2884
DEC11,Other Main Benefit,1 year or less,Female,18-24,Maori,1484
DEC11,Other Main Benefit,1 year or less,Female,18-24,Pacific Island,635
DEC11,Other Main Benefit,1 year or less,Female,18-24,Other,2410
DEC11,Other Main Benefit,1 year or less,Female,18-24,Unspecified,166
DEC11,Other Main Benefit,1 year or less,Female,25-39,NZ European,884
DEC11,Other Main Benefit,1 year or less,Female,25-39,Maori,604
DEC11,Other Main Benefit,1 year or less,Female,25-39,Pacific Island,209
DEC11,Other Main Benefit,1 year or less,Female,25-39,Other,760
DEC11,Other Main Benefit,1 year or less,Female,25-39,Unspecified,20
DEC11,Other Main Benefit,1 year or less,Female,40-54,NZ European,324
DEC11,Other Main Benefit,1 year or less,Female,40-54,Maori,370
DEC11,Other Main Benefit,1 year or less,Female,40-54,Pacific Island,101
DEC11,Other Main Benefit,1 year or less,Female,40-54,Other,402
DEC11,Other Main Benefit,1 year or less,Female,40-54,Unspecified,13
DEC11,Other Main Benefit,1 year or less,Female,55-64,NZ European,78
DEC11,Other Main Benefit,1 year or less,Female,55-64,Maori,79
DEC11,Other Main Benefit,1 year or less,Female,55-64,Pacific Island,22
DEC11,Other Main Benefit,1 year or less,Female,55-64,Other,152
DEC11,Other Main Benefit,1 year or less,Female,55-64,Unspecified,8
DEC11,Other Main Benefit,1 year or less,Male,18-24,NZ European,2253
DEC11,Other Main Benefit,1 year or less,Male,18-24,Maori,1178
DEC11,Other Main Benefit,1 year or less,Male,18-24,Pacific Island,312
DEC11,Other Main Benefit,1 year or less,Male,18-24,Other,2148
DEC11,Other Main Benefit,1 year or less,Male,18-24,Unspecified,170
DEC11,Other Main Benefit,1 year or less,Male,25-39,NZ European,1017
DEC11,Other Main Benefit,1 year or less,Male,25-39,Maori,961
DEC11,Other Main Benefit,1 year or less,Male,25-39,Pacific Island,213
DEC11,Other Main Benefit,1 year or less,Male,25-39,Other,842
DEC11,Other Main Benefit,1 year or less,Male,25-39,Unspecified,32
DEC11,Other Main Benefit,1 year or less,Male,40-54,NZ European,273
DEC11,Other Main Benefit,1 year or less,Male,40-54,Maori,357
DEC11,Other Main Benefit,1 year or less,Male,40-54,Pacific Island,97
DEC11,Other Main Benefit,1 year or less,Male,40-54,Other,270
DEC11,Other Main Benefit,1 year or less,Male,40-54,Unspecified,7
DEC11,Other Main Benefit,1 year or less,Male,55-64,Ethnicity suppressed,273
DEC11,Other Main Benefit,More than 1 year,Female,18-24,NZ European,34
DEC11,Other Main Benefit,More than 1 year,Female,18-24,Maori,105
DEC11,Other Main Benefit,More than 1 year,Female,18-24,Pacific Island,66
DEC11,Other Main Benefit,More than 1 year,Female,18-24,Other,44
DEC11,Other Main Benefit,More than 1 year,Female,18-24,Unspecified,6
DEC11,Other Main Benefit,More than 1 year,Female,25-39,NZ European,41
DEC11,Other Main Benefit,More than 1 year,Female,25-39,Maori,154
DEC11,Other Main Benefit,More than 1 year,Female,25-39,Pacific Island,95
DEC11,Other Main Benefit,More than 1 year,Female,25-39,Other,205
DEC11,Other Main Benefit,More than 1 year,Female,25-39,Unspecified,13
DEC11,Other Main Benefit,More than 1 year,Female,40-54,Ethnicity suppressed,333
DEC11,Other Main Benefit,More than 1 year,Female,55-64,NZ European,59
DEC11,Other Main Benefit,More than 1 year,Female,55-64,Maori,40
DEC11,Other Main Benefit,More than 1 year,Female,55-64,Pacific Island,36
DEC11,Other Main Benefit,More than 1 year,Female,55-64,Other,89
DEC11,Other Main Benefit,More than 1 year,Female,55-64,Unspecified,6
DEC11,Other Main Benefit,More than 1 year,Male,18-24,Ethnicity suppressed,197
DEC11,Other Main Benefit,More than 1 year,Male,25-39,Ethnicity suppressed,761
DEC11,Other Main Benefit,More than 1 year,Male,40-54,Ethnicity suppressed,336
DEC11,Other Main Benefit,More than 1 year,Male,55-64,Ethnicity suppressed,128
MAR12,Jobseeker Support,1 year or less,Female,18-24,NZ European,3140
MAR12,Jobseeker Support,1 year or less,Female,18-24,Maori,3176
MAR12,Jobseeker Support,1 year or less,Female,18-24,Pacific Island,876
MAR12,Jobseeker Support,1 year or less,Female,18-24,Other,896
MAR12,Jobseeker Support,1 year or less,Female,18-24,Unspecified,354
MAR12,Jobseeker Support,1 year or less,Female,25-39,NZ European,1842
MAR12,Jobseeker Support,1 year or less,Female,25-39,Maori,1577
MAR12,Jobseeker Support,1 year or less,Female,25-39,Pacific Island,457
MAR12,Jobseeker Support,1 year or less,Female,25-39,Other,818
MAR12,Jobseeker Support,1 year or less,Female,25-39,Unspecified,65
MAR12,Jobseeker Support,1 year or less,Female,40-54,NZ European,2712
MAR12,Jobseeker Support,1 year or less,Female,40-54,Maori,1772
MAR12,Jobseeker Support,1 year or less,Female,40-54,Pacific Island,396
MAR12,Jobseeker Support,1 year or less,Female,40-54,Other,1029
MAR12,Jobseeker Support,1 year or less,Female,40-54,Unspecified,164
MAR12,Jobseeker Support,1 year or less,Female,55-64,NZ European,1868
MAR12,Jobseeker Support,1 year or less,Female,55-64,Maori,694
MAR12,Jobseeker Support,1 year or less,Female,55-64,Pacific Island,159
MAR12,Jobseeker Support,1 year or less,Female,55-64,Other,806
MAR12,Jobseeker Support,1 year or less,Female,55-64,Unspecified,220
MAR12,Jobseeker Support,1 year or less,Male,18-24,NZ European,4403
MAR12,Jobseeker Support,1 year or less,Male,18-24,Maori,4298
MAR12,Jobseeker Support,1 year or less,Male,18-24,Pacific Island,991
MAR12,Jobseeker Support,1 year or less,Male,18-24,Other,1121
MAR12,Jobseeker Support,1 year or less,Male,18-24,Unspecified,459
MAR12,Jobseeker Support,1 year or less,Male,25-39,NZ European,4402
MAR12,Jobseeker Support,1 year or less,Male,25-39,Maori,4460
MAR12,Jobseeker Support,1 year or less,Male,25-39,Pacific Island,1020
MAR12,Jobseeker Support,1 year or less,Male,25-39,Other,1567
MAR12,Jobseeker Support,1 year or less,Male,25-39,Unspecified,153
MAR12,Jobseeker Support,1 year or less,Male,40-54,NZ European,3849
MAR12,Jobseeker Support,1 year or less,Male,40-54,Maori,2780
MAR12,Jobseeker Support,1 year or less,Male,40-54,Pacific Island,771
MAR12,Jobseeker Support,1 year or less,Male,40-54,Other,1234
MAR12,Jobseeker Support,1 year or less,Male,40-54,Unspecified,183
MAR12,Jobseeker Support,1 year or less,Male,55-64,NZ European,2111
MAR12,Jobseeker Support,1 year or less,Male,55-64,Maori,779
MAR12,Jobseeker Support,1 year or less,Male,55-64,Pacific Island,270
MAR12,Jobseeker Support,1 year or less,Male,55-64,Other,788
MAR12,Jobseeker Support,1 year or less,Male,55-64,Unspecified,165
MAR12,Jobseeker Support,More than 1 year,Female,18-24,NZ European,1503
MAR12,Jobseeker Support,More than 1 year,Female,18-24,Maori,1280
MAR12,Jobseeker Support,More than 1 year,Female,18-24,Pacific Island,220
MAR12,Jobseeker Support,More than 1 year,Female,18-24,Other,295
MAR12,Jobseeker Support,More than 1 year,Female,18-24,Unspecified,135
MAR12,Jobseeker Support,More than 1 year,Female,25-39,NZ European,2828
MAR12,Jobseeker Support,More than 1 year,Female,25-39,Maori,2551
MAR12,Jobseeker Support,More than 1 year,Female,25-39,Pacific Island,509
MAR12,Jobseeker Support,More than 1 year,Female,25-39,Other,711
MAR12,Jobseeker Support,More than 1 year,Female,25-39,Unspecified,39
MAR12,Jobseeker Support,More than 1 year,Female,40-54,NZ European,6843
MAR12,Jobseeker Support,More than 1 year,Female,40-54,Maori,4752
MAR12,Jobseeker Support,More than 1 year,Female,40-54,Pacific Island,1093
MAR12,Jobseeker Support,More than 1 year,Female,40-54,Other,2705
MAR12,Jobseeker Support,More than 1 year,Female,40-54,Unspecified,273
MAR12,Jobseeker Support,More than 1 year,Female,55-64,NZ European,5590
MAR12,Jobseeker Support,More than 1 year,Female,55-64,Maori,2428
MAR12,Jobseeker Support,More than 1 year,Female,55-64,Pacific Island,964
MAR12,Jobseeker Support,More than 1 year,Female,55-64,Other,2558
MAR12,Jobseeker Support,More than 1 year,Female,55-64,Unspecified,512
MAR12,Jobseeker Support,More than 1 year,Male,18-24,NZ European,1828
MAR12,Jobseeker Support,More than 1 year,Male,18-24,Maori,1527
MAR12,Jobseeker Support,More than 1 year,Male,18-24,Pacific Island,229
MAR12,Jobseeker Support,More than 1 year,Male,18-24,Other,343
MAR12,Jobseeker Support,More than 1 year,Male,18-24,Unspecified,124
MAR12,Jobseeker Support,More than 1 year,Male,25-39,NZ European,5169
MAR12,Jobseeker Support,More than 1 year,Male,25-39,Maori,4444
MAR12,Jobseeker Support,More than 1 year,Male,25-39,Pacific Island,902
MAR12,Jobseeker Support,More than 1 year,Male,25-39,Other,1202
MAR12,Jobseeker Support,More than 1 year,Male,25-39,Unspecified,76
MAR12,Jobseeker Support,More than 1 year,Male,40-54,NZ European,7334
MAR12,Jobseeker Support,More than 1 year,Male,40-54,Maori,5149
MAR12,Jobseeker Support,More than 1 year,Male,40-54,Pacific Island,1217
MAR12,Jobseeker Support,More than 1 year,Male,40-54,Other,2075
MAR12,Jobseeker Support,More than 1 year,Male,40-54,Unspecified,176
MAR12,Jobseeker Support,More than 1 year,Male,55-64,NZ European,4087
MAR12,Jobseeker Support,More than 1 year,Male,55-64,Maori,1794
MAR12,Jobseeker Support,More than 1 year,Male,55-64,Pacific Island,784
MAR12,Jobseeker Support,More than 1 year,Male,55-64,Other,1760
MAR12,Jobseeker Support,More than 1 year,Male,55-64,Unspecified,194
MAR12,Sole Parent Support,1 year or less,Female,18-24,NZ European,1482
MAR12,Sole Parent Support,1 year or less,Female,18-24,Maori,1940
MAR12,Sole Parent Support,1 year or less,Female,18-24,Pacific Island,446
MAR12,Sole Parent Support,1 year or less,Female,18-24,Other,300
MAR12,Sole Parent Support,1 year or less,Female,18-24,Unspecified,162
MAR12,Sole Parent Support,1 year or less,Female,25-39,NZ European,3183
MAR12,Sole Parent Support,1 year or less,Female,25-39,Maori,2874
MAR12,Sole Parent Support,1 year or less,Female,25-39,Pacific Island,711
MAR12,Sole Parent Support,1 year or less,Female,25-39,Other,839
MAR12,Sole Parent Support,1 year or less,Female,25-39,Unspecified,106
MAR12,Sole Parent Support,1 year or less,Female,40-54,NZ European,1188
MAR12,Sole Parent Support,1 year or less,Female,40-54,Maori,769
MAR12,Sole Parent Support,1 year or less,Female,40-54,Pacific Island,237
MAR12,Sole Parent Support,1 year or less,Female,40-54,Other,386
MAR12,Sole Parent Support,1 year or less,Female,40-54,Unspecified,76
MAR12,Sole Parent Support,1 year or less,Female,55-64,Ethnicity suppressed,72
MAR12,Sole Parent Support,1 year or less,Male,18-24,NZ European,49
MAR12,Sole Parent Support,1 year or less,Male,18-24,Maori,189
MAR12,Sole Parent Support,1 year or less,Male,18-24,Pacific Island,29
MAR12,Sole Parent Support,1 year or less,Male,18-24,Other,10
MAR12,Sole Parent Support,1 year or less,Male,18-24,Unspecified,6
MAR12,Sole Parent Support,1 year or less,Male,25-39,NZ European,333
MAR12,Sole Parent Support,1 year or less,Male,25-39,Maori,575
MAR12,Sole Parent Support,1 year or less,Male,25-39,Pacific Island,123
MAR12,Sole Parent Support,1 year or less,Male,25-39,Other,63
MAR12,Sole Parent Support,1 year or less,Male,25-39,Unspecified,9
MAR12,Sole Parent Support,1 year or less,Male,40-54,NZ European,231
MAR12,Sole Parent Support,1 year or less,Male,40-54,Maori,233
MAR12,Sole Parent Support,1 year or less,Male,40-54,Pacific Island,44
MAR12,Sole Parent Support,1 year or less,Male,40-54,Other,50
MAR12,Sole Parent Support,1 year or less,Male,40-54,Unspecified,13
MAR12,Sole Parent Support,1 year or less,Male,55-64,Ethnicity suppressed,40
MAR12,Sole Parent Support,More than 1 year,Female,18-24,NZ European,4472
MAR12,Sole Parent Support,More than 1 year,Female,18-24,Maori,7836
MAR12,Sole Parent Support,More than 1 year,Female,18-24,Pacific Island,1490
MAR12,Sole Parent Support,More than 1 year,Female,18-24,Other,673
MAR12,Sole Parent Support,More than 1 year,Female,18-24,Unspecified,484
MAR12,Sole Parent Support,More than 1 year,Female,25-39,NZ European,12221
MAR12,Sole Parent Support,More than 1 year,Female,25-39,Maori,16134
MAR12,Sole Parent Support,More than 1 year,Female,25-39,Pacific Island,3605
MAR12,Sole Parent Support,More than 1 year,Female,25-39,Other,2700
MAR12,Sole Parent Support,More than 1 year,Female,25-39,Unspecified,287
MAR12,Sole Parent Support,More than 1 year,Female,40-54,NZ European,6140
MAR12,Sole Parent Support,More than 1 year,Female,40-54,Maori,5030
MAR12,Sole Parent Support,More than 1 year,Female,40-54,Pacific Island,1436
MAR12,Sole Parent Support,More than 1 year,Female,40-54,Other,2012
MAR12,Sole Parent Support,More than 1 year,Female,40-54,Unspecified,253
MAR12,Sole Parent Support,More than 1 year,Female,55-64,NZ European,141
MAR12,Sole Parent Support,More than 1 year,Female,55-64,Maori,308
MAR12,Sole Parent Support,More than 1 year,Female,55-64,Pacific Island,144
MAR12,Sole Parent Support,More than 1 year,Female,55-64,Other,47
MAR12,Sole Parent Support,More than 1 year,Female,55-64,Unspecified,11
MAR12,Sole Parent Support,More than 1 year,Male,18-24,NZ European,65
MAR12,Sole Parent Support,More than 1 year,Male,18-24,Maori,301
MAR12,Sole Parent Support,More than 1 year,Male,18-24,Pacific Island,38
MAR12,Sole Parent Support,More than 1 year,Male,18-24,Other,11
MAR12,Sole Parent Support,More than 1 year,Male,18-24,Unspecified,6
MAR12,Sole Parent Support,More than 1 year,Male,25-39,NZ European,878
MAR12,Sole Parent Support,More than 1 year,Male,25-39,Maori,1815
MAR12,Sole Parent Support,More than 1 year,Male,25-39,Pacific Island,337
MAR12,Sole Parent Support,More than 1 year,Male,25-39,Other,143
MAR12,Sole Parent Support,More than 1 year,Male,25-39,Unspecified,18
MAR12,Sole Parent Support,More than 1 year,Male,40-54,NZ European,863
MAR12,Sole Parent Support,More than 1 year,Male,40-54,Maori,1073
MAR12,Sole Parent Support,More than 1 year,Male,40-54,Pacific Island,266
MAR12,Sole Parent Support,More than 1 year,Male,40-54,Other,188
MAR12,Sole Parent Support,More than 1 year,Male,40-54,Unspecified,39
MAR12,Sole Parent Support,More than 1 year,Male,55-64,NZ European,98
MAR12,Sole Parent Support,More than 1 year,Male,55-64,Maori,101
MAR12,Sole Parent Support,More than 1 year,Male,55-64,Pacific Island,44
MAR12,Sole Parent Support,More than 1 year,Male,55-64,Other,22
MAR12,Sole Parent Support,More than 1 year,Male,55-64,Unspecified,11
